season,team,gamesPlayed,wins,losses,roadWins,top10Wins,rankedWins,conferenceChampion,avgMOV,stdMOV,totalPoints,totalPointsAllowed,avgOpponentRatingNorm,EOSWStreak,bestWin,worstLoss,totalPlayoffPoints,endOfSeasonRank,madeTop12
2015,Florida State,12,10,2,3,1,2,0,16.583333333333332,15.900019058498202,388.0,189.0,0.341167505823281,3,1.454923027053278,0.8464412606212897,130.0702636685301,9.0,1
2015,Fresno State,12,3,9,1,0,2,0,-15.833333333333334,24.789416118883306,267.0,457.0,-0.3727497832851471,0,-1.2036114021227247,-1.113768456743505,120.38186961259998,,0
2015,Georgia,12,9,3,3,0,2,0,9.583333333333334,22.277009483212765,318.0,203.0,0.42432791807512077,4,0.7688496259755999,0.6218338971732402,130.43178226890882,,0
2015,Georgia Southern,12,8,4,3,0,0,0,11.416666666666666,27.770024170393558,416.0,279.0,-0.6727212703364263,0,-0.22759031368483743,-1.117852226988015,115.47067751837663,,0
2015,Georgia State,12,6,6,4,0,1,0,-0.5833333333333334,19.472396935771478,334.0,341.0,-0.4658102446145868,4,0.6054988161952003,-0.6849725810699562,124.11810777951683,,0
2015,Georgia Tech,12,3,9,0,3,3,0,3.5,26.844671047274236,351.0,309.0,0.3797776972259209,0,1.434504175830728,-0.5012029200670067,130.7023973044202,,0
2015,Hawai'i,13,3,10,0,1,2,0,-18.0,22.271057451320086,229.0,463.0,-0.39026049509115196,1,-0.6114647166687763,-1.816176938799223,129.46746996382078,,0
2015,Houston,13,12,1,4,0,3,0,20.153846153846153,17.169964831288745,528.0,266.0,-0.18539135449156752,2,1.050629772846789,-0.5747107844681865,131.12655120233867,18.0,0
2015,Idaho,12,4,8,1,1,1,0,-11.75,17.782141194314747,364.0,505.0,-0.7209840095897261,1,-1.4445538465488141,-2.6982713116133805,114.68051047351396,,0
2015,Illinois,12,5,7,1,1,3,0,-0.5833333333333334,28.886795767218107,272.0,279.0,0.3927715116402709,0,0.8423574903767796,-0.12141228732757771,131.9151345857294,,0
2015,Indiana,12,6,6,3,3,4,0,-0.9166666666666666,14.33659230039966,434.0,445.0,0.27100090798579124,2,0.05010606294184182,-0.2602604756409173,128.92148234946052,,0
2015,Iowa,13,12,1,5,1,3,0,13.615384615384615,12.958513684951562,417.0,240.0,0.028666269158164347,0,1.3324099197179784,1.818378578814667,135.94974405786652,5.0,1
2015,Iowa State,12,3,9,0,3,4,0,-7.666666666666667,22.03028218914441,300.0,392.0,0.8033760471337298,0,0.03785475220831185,0.13994900832106158,139.6376326750995,,0
2015,Kansas,12,0,12,0,1,4,0,-30.833333333333332,19.650738285151405,183.0,553.0,0.6559890664909602,0,,-0.725810283515056,135.22458408424964,,0
2015,Kansas State,12,6,6,2,2,4,0,0.16666666666666666,24.195541788194006,366.0,364.0,0.40539407421421086,3,1.091467475291889,-0.12141228732757771,131.12179365900118,,0
2015,Kent State,12,3,9,1,0,1,0,-13.0,23.510152545810346,157.0,313.0,-0.39762365659261695,0,-1.497642859727444,-1.2076951723672347,119.97462967409385,,0
2015,Kentucky,12,5,7,1,0,1,0,-2.75,20.998376560625303,296.0,329.0,0.36826889017321096,0,0.7320956937750099,-0.48078406884445674,128.51397285526065,,0
2015,LSU,11,8,3,2,2,5,0,6.7272727272727275,17.349875556273645,338.0,264.0,0.69534176157442,1,1.3487450006960182,0.9199491250224695,128.86887413621457,20.0,0
2015,Louisiana,12,4,8,1,0,0,0,-5.416666666666667,17.59885499030255,317.0,382.0,-0.9344538178254755,0,-1.2852868070129246,-2.3960723135196416,111.18554085200601,,0
2015,Louisiana Tech,12,8,4,3,0,0,0,10.0,25.412953032227126,441.0,321.0,-0.42175502621926686,0,-0.039736882437377934,0.03377098196380186,119.57954615166251,,0
2015,Louisville,12,7,5,3,1,3,0,4.5,16.484152168894607,346.0,292.0,0.26988715246456124,1,0.8831951928218795,0.22979195370028133,129.9032477253483,,0
2015,Marshall,12,9,3,3,0,0,0,14.166666666666666,20.04918195263081,391.0,221.0,-0.8227070138620658,0,-0.4603652176219068,-0.6563861893583862,113.01508147126496,,0
2015,Maryland,12,3,9,1,2,4,0,-9.75,19.52213196256076,296.0,413.0,0.4989495379975306,1,-0.6931401215589762,-0.754396675226626,133.65350208442726,,0
2015,Massachusetts,12,3,9,2,1,2,0,-9.25,15.451537140362444,266.0,377.0,-0.7268312260761834,1,-0.746229134737606,-1.9917790593131526,118.45612221482709,,0
2015,Memphis,12,9,3,4,0,2,0,15.666666666666666,26.64013831977923,512.0,324.0,-0.19120763332465754,1,1.1404727182260088,0.3768076825026409,123.35411334289111,,0
2015,Miami,12,8,4,3,1,4,0,0.08333333333333333,27.006592909992566,347.0,346.0,0.5854512168130603,2,0.9199491250224695,0.1276976975875316,136.06972455714265,,0
2015,Miami (OH),12,3,9,1,0,0,0,-14.083333333333334,23.500322370451677,215.0,384.0,-0.5594894590113765,1,-1.481307778749404,-1.3710459821476344,117.3245309697852,,0
2015,Michigan,12,9,3,4,2,4,0,13.416666666666666,20.115386843876205,367.0,206.0,0.2297919537002813,0,0.73617946401952,0.3931427634806809,133.54196500797295,14.0,0
2015,Michigan State,13,12,1,4,3,4,0,11.615384615384615,11.54367403630275,417.0,266.0,0.3874883123728978,4,2.304347237911356,0.71167684255246,147.88838919341475,3.0,1
2015,Middle Tennessee,12,7,5,2,1,1,0,9.166666666666666,31.044933222474146,411.0,301.0,-0.16299249345349762,4,0.6463365186403002,-0.4767002985999467,123.8160571537339,,0
2015,Minnesota,12,5,7,2,3,5,0,-3.5,14.675272957040233,271.0,313.0,0.4823050804858156,0,0.11544638685400165,0.16036785954361152,138.05199537172757,,0
2015,Mississippi State,12,8,4,4,1,4,0,10.166666666666666,21.057640951071473,396.0,274.0,0.5279071815495106,0,1.1445564884705188,0.8341899498877597,133.12760231134487,,0
2015,Missouri,12,5,7,1,0,2,0,-2.5833333333333335,15.570708708885723,163.0,194.0,0.40539407421421086,0,0.40131030396970085,-0.4195275151768069,132.12179365900118,,0
2015,NC State,12,7,5,4,1,3,0,9.916666666666666,22.488212400493218,404.0,285.0,0.1273264457471216,0,-0.10507720634953775,0.36864014201362094,128.56921583898472,,0
2015,Navy,12,10,2,3,0,3,0,14.833333333333334,19.015942274998118,434.0,256.0,-0.2502366759498474,1,0.8505250308657997,0.9730381382010993,121.38767826494369,21.0,0
2015,Nebraska,12,5,7,2,2,2,0,4.75,14.585952145814822,390.0,333.0,0.06235737367537177,0,1.4263366353417082,-0.9545014172076155,130.5514866535696,,0
2015,Nevada,12,6,6,2,0,2,0,-1.0833333333333333,13.73421959482183,313.0,326.0,-0.4659339952280568,0,-0.35827096150915705,-1.3832972928811642,118.8562393952113,,0
2015,New Mexico,12,7,5,2,0,0,0,2.3333333333333335,23.50370699324348,352.0,324.0,-0.393911138188517,1,1.2834046767838585,-1.0116742006307553,118.0354117544679,,0
2015,New Mexico State,12,3,9,2,0,1,0,-16.416666666666668,21.89420152931046,343.0,540.0,-0.8469621341021858,0,-0.8074856884052558,-2.2898942871623817,118.31051477762308,,0
2015,North Carolina,13,11,2,4,1,2,0,18.307692307692307,17.05571563721194,532.0,294.0,0.4365792288086508,0,1.1976455016491487,0.5687448839946104,136.6323631341432,10.0,1
2015,North Texas,12,1,11,0,0,0,0,-26.083333333333332,18.67160378432415,182.0,495.0,-0.22647655816360743,0,-1.2893705772574344,-1.7835067768431432,124.77668357933761,,0
2015,Northern Illinois,13,8,5,3,1,2,0,7.461538461538462,16.561075773307444,429.0,332.0,-0.27557461405782985,0,0.70759307230795,-0.8605747015838857,132.5158260724263,,0
2015,Northwestern,12,10,2,3,0,4,0,4.25,21.18372016431486,248.0,197.0,0.44623177665931074,5,1.3283261494734684,0.73617946401952,130.79039654311572,13.0,0
2015,Notre Dame,12,10,2,3,1,4,0,12.333333333333334,12.593889812367767,417.0,269.0,0.4332998375516958,0,1.5815199046330877,1.2507345148277786,138.17673341434124,8.0,1
2015,Ohio,12,8,4,3,0,0,0,2.5833333333333335,23.418944675133627,329.0,298.0,-0.5309030672998066,3,0.9526192869785494,-0.8442396206058458,117.7925529886654,,0
2015,Ohio State,12,11,1,5,2,2,0,21.0,13.177115148482374,420.0,168.0,0.10523696124272665,1,1.385498932896608,1.385498932896608,131.31734086628268,7.0,1
2015,Oklahoma,12,11,1,5,1,5,0,25.0,20.462826606489944,549.0,249.0,0.4132213005161883,7,2.296179697422336,-0.29701440784150723,137.8181191401343,4.0,1
2015,Oklahoma State,12,10,2,5,3,3,0,12.166666666666666,24.01072992466392,494.0,348.0,0.5208533965817206,0,2.1205775769084063,2.210420522287626,133.01211635863416,16.0,0
2015,Old Dominion,12,5,7,2,0,0,0,-11.5,19.612148368711768,291.0,429.0,-0.5650582366175265,0,-1.3097894284799845,-0.8605747015838857,115.23335784922413,,0
2015,Ole Miss,12,9,3,3,1,5,0,17.416666666666668,28.493885574830173,483.0,274.0,0.48447071622154064,2,1.842881200281727,0.5401584922830405,132.41645197096847,12.0,1
2015,Oregon,12,9,3,4,2,4,0,6.416666666666667,18.826762060879446,518.0,441.0,0.2464982865187313,6,1.781624646614077,-0.25617670539640736,128.52032061899178,15.0,0
2015,Oregon State,12,2,10,0,0,4,0,-18.0,20.302261405612384,228.0,444.0,0.37569392698141096,0,-1.0484281328313452,-0.48078406884445674,132.63553701600875,,0
2015,Penn State,12,7,5,0,2,4,0,2.0,22.93468988235943,284.0,260.0,0.15492283255093156,0,-0.15408244928365764,-0.07240704439345785,131.20475923974382,,0
2015,Pittsburgh,12,8,4,5,1,1,0,3.6666666666666665,9.276885579794873,339.0,295.0,0.21457062824347137,0,0.9117815845334495,-0.07240704439345785,129.99759472777492,,0
2015,Purdue,12,2,10,0,2,3,0,-11.416666666666666,16.516979326154225,301.0,438.0,0.43509422144701076,0,0.9362842060005094,-0.6073809464242664,131.6080503019936,,0
2015,Rice,12,5,7,2,1,1,0,-9.75,29.21744497571769,313.0,430.0,-0.5598607108517866,1,-0.9626689576966354,-1.869265951977853,117.3184527617478,,0
2015,Rutgers,12,4,8,2,2,3,0,-7.833333333333333,25.823996357628072,325.0,419.0,0.2958747812932611,0,-0.31743325906405717,-0.6768050405809362,129.32872228796666,,0
2015,SMU,12,2,10,0,2,4,0,-17.916666666666668,24.633526058211928,333.0,548.0,0.16479194397516403,0,-0.7135589727815261,-0.7952343776717259,132.38102727282856,,0
2015,San Diego State,13,10,3,4,0,0,0,14.23076923076923,20.88122700000268,408.0,223.0,-0.5209411429154717,9,0.9567030572230594,-0.8605747015838857,127.13343807745721,,0
2015,San José State,12,5,7,2,0,0,0,-0.16666666666666666,18.423469880135023,336.0,338.0,-0.4789278096424068,0,-1.0320930518533051,-0.4930353795779867,118.64350211390212,,0
2015,South Alabama,12,5,7,2,0,0,0,-12.25,20.976718696515125,300.0,447.0,-0.5093704605560266,0,-0.3501034210201371,-1.4445538465488141,118.1450890548349,,0
2015,South Carolina,12,3,9,0,3,4,0,-5.583333333333333,13.048568945104728,263.0,330.0,0.71167684255246,0,0.21754064296675135,-0.378689812731707,137.13631528986042,,0
2015,South Florida,12,8,4,3,0,2,0,12.416666666666666,23.438345944329363,402.0,253.0,-0.04938943028803791,4,0.6912579913299101,-0.3541871912646471,125.67598881317987,,0
2015,Southern Miss,13,9,4,4,0,0,0,16.46153846153846,25.591715406277427,528.0,314.0,-0.34976310683309464,0,0.9444517464895293,0.6259176674177502,132.190776720272,,0
2015,Stanford,13,11,2,4,2,4,0,14.153846153846153,13.649457582911209,484.0,300.0,0.5429857178369321,3,1.6591115392787774,-0.10099343610502777,150.89710217193027,6.0,1
2015,Syracuse,12,4,8,0,2,4,0,-3.75,19.619679359811624,327.0,372.0,0.3088685957076111,1,-0.14999867903914763,-0.774815526449176,129.54145956927584,,0
2015,TCU,12,10,2,4,2,3,0,15.583333333333334,21.99362855396301,500.0,313.0,0.39054400059781086,1,2.2267556032656657,1.2058130421381688,132.87866533750497,11.0,1
2015,Temple,13,10,3,5,1,3,0,11.615384615384615,17.056467304898657,400.0,249.0,-0.19020810913893832,0,0.5524098030165705,-0.28476309710797726,139.71056461262668,24.0,0
2015,Tennessee,12,8,4,2,1,3,0,13.166666666666666,17.10307432934651,412.0,254.0,0.338197491100001,5,1.463090567542298,0.8546088011103097,129.02163800423082,23.0,0
2015,Texas,12,5,7,1,2,5,0,-3.9166666666666665,22.97610748476589,317.0,364.0,0.38463490880461837,1,2.157331509108996,-0.6727212703364263,137.30754966499228,,0
2015,Texas A&M,12,8,4,1,1,4,0,6.75,18.742877435053952,340.0,259.0,0.5761699208028104,0,1.0097920704016892,0.5809961947281403,131.91776935620754,,0
2015,Texas State,12,3,9,0,1,1,0,-12.25,25.690907482467942,323.0,470.0,-0.9255437736556356,0,-1.3302082797025345,-2.596177055500631,111.33141784490374,,0
2015,Texas Tech,12,7,5,3,2,4,0,4.0,24.286172646553055,559.0,511.0,0.5011770490399906,2,1.058797313335809,0.6585878293738302,133.6899713326517,,0
2015,Toledo,11,9,2,5,0,1,0,14.181818181818182,15.315470491096129,388.0,232.0,-0.3385946139674271,0,1.1649753396930689,0.26654588590087125,113.94106475204126,,0
2015,Troy,12,4,8,2,0,1,0,-0.3333333333333333,27.509777876018536,335.0,339.0,-0.5372143485867766,1,-0.9871715791636954,-1.844763330510793,119.68922345202951,,0
2015,Tulane,12,3,9,1,0,3,0,-16.583333333333332,24.366364049026622,236.0,435.0,-0.030826838267537928,0,0.06644114391988178,-1.6814125207303934,125.97989921505012,,0
2015,Tulsa,12,6,6,3,0,3,0,-2.6666666666666665,15.370179707551381,431.0,463.0,-0.2748939856837448,1,-0.7993181479162359,0.2338757239447913,126.52798248850112,,0
2015,UCF,12,0,12,0,0,1,0,-23.75,16.29347331686135,167.0,452.0,-0.06052698550033788,0,,-1.4037161441037143,125.49364257205772,,0
2015,UCLA,12,8,4,4,0,5,0,7.416666666666667,20.35350464944923,390.0,301.0,0.2743731122028487,0,1.111886326514439,0.32371866932401105,136.33821026087304,,0
2015,UConn,12,6,6,2,0,3,0,-2.0,15.649571588675867,213.0,237.0,0.03822600404872187,0,1.4140853246081782,-0.5093704605560266,127.11044591000748,,0
2015,UL Monroe,13,2,11,0,1,2,0,-15.538461538461538,24.811339425806178,273.0,475.0,-0.6135066017910313,1,-2.2898942871623817,-2.2817267466733617,129.480165491283,,0
2015,UNLV,12,3,9,1,0,1,0,-5.083333333333333,29.37054285979045,343.0,404.0,-0.3029544372880672,0,-0.4276950556658269,-1.6609936695078436,121.52457272363216,,0
2015,USC,13,8,5,3,2,5,0,9.0,23.115651263447745,454.0,337.0,0.46947785343575227,0,1.3364936899624884,0.48298570885990066,149.4748014911775,25.0,0
2015,UTEP,12,5,7,2,0,1,0,-12.25,20.356482103653462,248.0,395.0,-0.7807555558957359,1,-0.9749202684301654,-1.6732449802413736,115.70191897949174,,0
2015,UTSA,12,3,9,2,0,2,0,-11.166666666666666,20.50203241957571,271.0,405.0,-0.519239571980259,0,-1.3832972928811642,-1.7345015339090233,122.16382911764423,,0
2015,Utah,12,9,3,3,0,2,0,8.416666666666666,15.418161270712439,363.0,262.0,0.3410746928631785,1,1.7448707144134872,-0.0887421253714978,135.52953903620443,22.0,0
2015,Utah State,12,6,6,1,0,2,0,2.6666666666666665,22.556326801761823,356.0,324.0,-0.0939396511372378,0,1.7081167822128973,-1.2199464831007647,124.94660384869125,,0
2015,Vanderbilt,12,4,8,1,3,4,0,-5.833333333333333,19.488147135833074,182.0,252.0,0.72504190880722,0,0.5932475054616704,0.0582736034308618,138.355130779207,,0
2015,Virginia,12,4,8,0,1,2,0,-6.416666666666667,13.905252986050293,309.0,386.0,0.4488305395421808,0,0.9076978142889395,-0.06423950390443788,131.83294399937756,,0
2015,Virginia Tech,12,6,6,4,1,3,0,4.833333333333333,16.419685155509548,348.0,290.0,0.5271646778686905,1,0.8096873284206998,0.08277622489792173,135.11544589527006,,0
2015,Wake Forest,12,3,9,2,2,3,0,-7.166666666666667,18.155056061771347,209.0,295.0,0.4473455321805408,0,0.09502753563145169,-0.32560079955307714,133.80863116722796,,0
2015,Washington,12,6,6,2,1,5,0,11.75,25.085761988535538,354.0,213.0,0.6003012904294603,2,1.7122005524574073,-0.015234260970318002,134.31285287863886,,0
2015,Washington State,12,8,4,4,1,3,0,3.5833333333333335,15.796767985505099,389.0,346.0,0.338197491100001,0,1.1649753396930689,0.07460868440890175,132.02163800423085,,0
2015,West Virginia,12,7,5,1,2,4,0,10.083333333333334,27.07719044554369,399.0,278.0,0.28049876756961367,0,0.1276976975875316,0.2052893322332214,134.4476180055463,,0
2015,Western Kentucky,13,11,2,5,1,1,0,19.0,21.935511543309556,575.0,328.0,-0.3243442548624587,5,1.1282214074924788,-0.2929306375969972,137.1151697806547,,0
2015,Western Michigan,12,7,5,3,2,3,0,7.166666666666667,25.290434171956413,423.0,337.0,-0.04976068212844791,1,0.8301061796432497,-0.5420406225121066,125.66991060514246,,0
2015,Wisconsin,12,9,3,4,1,2,0,14.0,20.898020784927763,325.0,157.0,-0.17926569912480259,1,0.8096873284206998,-0.07649081463796784,125.23595894701198,,0
2015,Wyoming,12,2,10,0,0,0,0,-15.0,12.5625706691816,228.0,408.0,-0.2951581486394572,1,-0.4236112854213169,-1.9182711949119728,121.65221509241766,,0
2016,Air Force,12,9,3,4,0,1,0,7.666666666666667,12.190408549595892,412.0,320.0,-0.5379568522675965,5,1.050629772846789,-1.3792135226366542,116.6770670359547,,0
2016,Akron,12,5,7,3,1,2,0,-6.166666666666667,24.505410657957796,329.0,403.0,-0.397623656592617,0,0.5809961947281403,-1.844763330510793,119.97462967409385,,0
2016,Alabama,13,13,0,4,2,8,0,28.76923076923077,14.295417949782873,527.0,153.0,0.7433260619474124,13,1.806127268081137,,147.7139809364173,1.0,1
2016,App State,12,9,3,4,1,2,0,12.083333333333334,19.033264342071003,349.0,204.0,-0.8013600330384909,2,-0.015234260970318002,0.11953015709851163,117.12499465463537,,0
2016,Arizona,12,3,9,0,1,4,0,-13.583333333333334,23.696790474405574,297.0,460.0,0.30515607730351113,1,-0.2316740839293474,-0.9136637147625155,128.4806774889018,,0
2016,Arizona State,12,5,7,1,1,2,0,-6.5,18.579069357258405,400.0,478.0,0.34785003895066097,0,0.74026323426403,-1.420051225081754,132.17967141320338,,0
2016,Arkansas,12,7,5,2,2,7,0,0.08333333333333333,27.66506932227101,370.0,369.0,0.8137710986652098,0,1.6060225261001475,-0.4644489878664168,136.8078225001468,,0
2016,Arkansas State,12,7,5,3,0,1,0,4.833333333333333,22.666889481970802,324.0,266.0,-0.795605629512136,1,0.18487048101067144,-1.0280092816087953,113.45879065799554,,0
2016,Army,12,7,5,3,0,1,0,10.333333333333334,30.81125335544358,351.0,227.0,-0.31784163608850824,2,0.9240328952669794,-1.2117789426117447,116.80076052848383,,0
2016,Auburn,12,8,4,2,2,5,0,16.666666666666668,26.64013831977923,387.0,187.0,0.6667553698628501,0,1.4018340138746481,0.47890193861539065,133.40085211733438,14.0,0
2016,BYU,12,8,4,2,0,1,0,10.583333333333334,14.456570279372082,360.0,233.0,0.24464202731668128,4,0.9036140440444295,0.5891637352171604,128.48992957880475,,0
2016,Ball State,12,4,8,3,0,1,0,-3.0833333333333335,15.036067748362047,324.0,361.0,-0.46147897314313674,0,-0.45219767713288683,-1.3914648333701842,120.92917789166016,,0
2016,Baylor,12,6,6,2,0,2,0,4.5,27.503718756825332,419.0,365.0,-0.04307814900106792,0,0.5034045600824506,-0.7176427430260361,124.77931834981575,,0
2016,Boise State,12,10,2,4,0,0,0,12.916666666666666,14.119350573098629,427.0,272.0,-0.6356270239487938,0,0.6708391401073601,-0.6890563513144662,120.08508196885168,,0
2016,Boston College,12,6,6,3,2,3,0,-5.5,31.713203444736905,229.0,295.0,0.1366077417573716,2,0.22570818345577134,-0.4562814473773968,127.72117103991985,,0
2016,Bowling Green,12,4,8,1,1,1,0,-13.5,30.870698080866262,298.0,460.0,-0.4247250409425469,3,-1.0402605923423252,-1.6283235075517637,119.53092048736326,,0
2016,Buffalo,12,2,10,0,0,1,0,-15.833333333333334,17.392962700907272,198.0,388.0,-0.4945203869396267,0,0.11136261660949165,-1.4608889275268542,118.3882173763311,,0
2016,California,12,5,7,0,1,5,0,-5.5,19.801285541371023,445.0,511.0,0.4884307358525806,1,0.71167684255246,-1.2648679557903746,139.16140311640086,,0
2016,Central Michigan,12,6,6,2,0,1,0,-0.5833333333333334,21.513033399792928,332.0,339.0,-0.4243537891021369,0,0.5360747220385305,-1.2771192665239046,119.53699869540067,,0
2016,Charlotte,12,4,8,3,0,1,0,-9.416666666666666,23.473227818994648,302.0,415.0,-0.8568621831797857,0,-0.22350654344032744,-1.816176938799223,112.45588633182369,,0
2016,Cincinnati,12,4,8,1,1,1,0,-7.583333333333333,17.834890897713205,232.0,323.0,0.0976262985143217,0,-0.5297893117785766,-0.5420406225121066,126.0829591959923,,0
2016,Clemson,13,12,1,5,1,3,0,21.76923076923077,22.01194314515738,522.0,239.0,0.37068202713587595,3,1.8102110383256471,0.22570818345577134,142.05834313545867,2.0,1
2016,Colorado,13,10,3,3,2,4,0,12.384615384615385,22.874798583952828,427.0,266.0,0.6347658362808551,0,1.7407869441689772,0.8219386391542297,147.7750325724851,10.0,1
2016,Colorado State,12,7,5,2,0,1,0,6.25,21.96743457525666,409.0,334.0,-0.2684280161299373,2,1.2956559875173885,-1.1913600913891949,121.08984607111084,,0
2016,Duke,12,4,8,1,1,3,0,-4.833333333333333,19.743046340113747,280.0,338.0,0.5527810548569805,0,1.1649753396930689,-0.5542919332456365,135.534842249851,,0
2016,East Carolina,12,3,9,0,0,0,0,-9.083333333333334,26.245201581634046,324.0,433.0,0.0898300098657117,0,0.2706296561453812,-1.0075904303862453,127.95531682720679,,0
2016,Eastern Michigan,12,7,5,4,0,1,0,0.08333333333333333,21.13359382307675,365.0,364.0,-0.5127117271197167,1,-0.43994636639935686,-1.2076951723672347,118.09038518249825,,0
2016,Florida,12,8,4,2,1,4,0,5.5,23.019754362483777,281.0,215.0,0.4234307261274633,0,1.773457106125057,0.26246211565636124,139.00046538125648,17.0,0
2016,Florida Atlantic,12,3,9,1,0,1,0,-13.333333333333334,22.161938433979895,317.0,477.0,-0.8635447163071657,0,-1.6324072777962737,-2.4614126374318013,112.3464785871504,,0
