id,season,week,seasonType,startDate,startTime,startTimeTBD,completed,team,opponent,location,teamPoints,opponentPoints,result,MOV,conferenceGame,attendance,venue,teamConference,opponentConference,teamClassification,opponentClassification,teamPregameRating,opponentPregameRating,teamPostgameRating,opponentPostgameRating,teamRank,opponentRank,notes,winProb,predictedPoints,predictedOpponentPoints,predTotal,predSpread,potentialPlayoffPoints,actualPlayoffPoints
401761604,2025,3,regular,2025-09-13,07:30 PM,False,True,Coastal Carolina,East Carolina,Home,0.0,38.0,Loss,-38.0,False,,Brooks Stadium (SC),Sun Belt,American Athletic,fbs,fbs,-16.2,-0.6,-19.9,3.5,,,,0.2048,21.545,33.695,55.24,-12.15,10.0005,0.0
401752704,2025,3,regular,2025-09-13,07:45 PM,False,True,South Carolina,Vanderbilt,Home,7.0,31.0,Loss,-24.0,True,,Williams-Brice Stadium,SEC,SEC,fbs,fbs,13.2,12.2,8.1,15.6,11.0,,,0.5995,29.39,25.99,55.38,3.4,12.6317,0.0
401762465,2025,3,regular,2025-09-13,08:00 PM,False,True,Tulsa,Navy,Home,23.0,42.0,Loss,-19.0,True,,Chapman Stadium,American Athletic,American Athletic,fbs,fbs,-16.4,3.5,-16.4,3.5,,,,0.1404,19.175,35.455,54.63,-16.28,10.8433,0.0
401754534,2025,3,regular,2025-09-13,08:00 PM,False,True,Tulane,Duke,Home,34.0,27.0,Win,7.0,False,,Yulman Stadium,American Athletic,ACC,fbs,fbs,4.7,0.5,5.2,0.8,,,,0.6777,31.16,24.56,55.72,6.6,10.2266,10.8033
401756894,2025,3,regular,2025-09-13,08:00 PM,False,True,TCU,Abilene Christian,Home,42.0,21.0,Win,21.0,False,,Amon G. Carter Stadium,Big 12,UAC,fbs,fcs,16.3,-30.0,11.3,-30.0,,,,0.9944,51.295,4.365,55.66,46.93,3.9571,5.6871
401756895,2025,3,regular,2025-09-13,08:00 PM,False,True,Wyoming,Utah,Home,6.0,31.0,Loss,-25.0,False,,War Memorial Stadium,Mountain West,Big 12,fbs,fbs,-10.9,20.2,-10.1,18.5,,20.0,,0.0478,14.225,41.355,55.58,-27.13,14.2761,0.0
401762463,2025,3,regular,2025-09-13,08:30 PM,False,True,UAB,Akron,Home,31.0,28.0,Win,3.0,False,,Protective Stadium,American Athletic,Mid-American,fbs,fbs,-14.3,-27.1,-16.2,-24.7,,,,0.8407,35.075,19.935,55.01,15.14,4.5532,4.8004
401760368,2025,3,regular,2025-09-13,09:45 PM,False,True,Utah State,Air Force,Home,49.0,30.0,Win,19.0,True,,Maverik Stadium,Mountain West,Mountain West,fbs,fbs,-11.3,-2.9,-6.3,-7.4,,,,0.3561,24.69,29.98,54.67,-5.29,9.5277,11.0929
401760369,2025,3,regular,2025-09-13,10:00 PM,False,True,Fresno State,Southern,Home,56.0,7.0,Win,49.0,False,,Valley Children's Stadium,Mountain West,SWAC,fbs,fcs,-1.6,-30.0,1.4,-30.0,,,,0.964,42.615,12.645,55.26,29.97,3.9571,7.9937
401756889,2025,3,regular,2025-09-13,10:30 PM,False,True,Arizona State,Texas State,Home,34.0,15.0,Win,19.0,False,,Mountain America Stadium,Big 12,Sun Belt,fbs,fbs,8.1,-1.9,10.1,-2.4,24.0,,,0.7953,33.95,21.82,55.77,12.13,9.7333,11.2985
401754533,2025,3,regular,2025-09-13,10:30 PM,False,True,Stanford,Boston College,Home,30.0,20.0,Win,10.0,True,,Stanford Stadium,ACC,ACC,fbs,fbs,-7.3,9.0,-3.7,4.6,,,,0.1935,20.97,33.92,54.89,-12.95,11.9739,12.7977
401752840,2025,3,regular,2025-09-13,10:30 PM,False,True,California,Minnesota,Home,27.0,14.0,Win,13.0,False,,California Memorial Stadium,ACC,Big Ten,fbs,fbs,2.0,13.8,5.3,8.7,,,,0.2791,23.525,32.275,55.8,-8.75,12.9606,14.0315
401760370,2025,3,regular,2025-09-13,11:59 PM,False,True,Hawai'i,Portland State,Home,23.0,3.0,Win,20.0,False,,Clarence T.C. Ching Athletics Complex,Mountain West,Big Sky,fbs,fcs,-10.7,-30.0,-10.8,-30.0,,,,0.9107,38.2,16.86,55.06,21.34,3.9571,5.6047
401762468,2025,4,regular,2025-09-18,07:30 PM,False,True,Charlotte,Rice,Home,17.0,28.0,Loss,-11.0,True,,Jerry Richardson Stadium,American Athletic,American Athletic,fbs,fbs,-23.6,-13.8,-24.2,-13.2,,,,0.3222,23.975,30.435,54.41,-6.46,7.347,0.0
401756900,2025,4,regular,2025-09-19,07:30 PM,False,True,Oklahoma State,Tulsa,Home,12.0,19.0,Loss,-7.0,False,,Boone Pickens Stadium,Big 12,American Athletic,fbs,fbs,-8.7,-16.4,-11.6,-14.0,,,,0.7537,32.765,22.605,55.37,10.16,6.8125,0.0
401752844,2025,4,regular,2025-09-19,08:00 PM,False,True,Rutgers,Iowa,Home,28.0,38.0,Loss,-10.0,True,,SHI Stadium,Big Ten,Big Ten,fbs,fbs,9.4,10.2,7.7,11.9,,,,0.5532,28.555,26.835,55.39,1.72,12.2803,0.0
401762470,2025,4,regular,2025-09-20,12:00 PM,False,True,South Florida,South Carolina State,Home,63.0,14.0,Win,49.0,False,,Raymond James Stadium,American Athletic,MEAC,fbs,fcs,4.5,-30.0,7.0,-30.0,,,,0.9808,45.635,9.885,55.52,35.75,4.0169,8.0534
401756901,2025,4,regular,2025-09-20,12:00 PM,False,True,Utah,Texas Tech,Home,10.0,34.0,Loss,-24.0,True,,Rice-Eccles Stadium,Big 12,Big 12,fbs,fbs,18.5,18.6,14.7,22.1,16.0,17.0,,0.5712,28.975,26.705,55.68,2.27,14.007,0.0
401754636,2025,4,regular,2025-09-20,12:00 PM,False,True,TCU,SMU,Home,35.0,24.0,Win,11.0,False,,Amon G. Carter Stadium,Big 12,ACC,fbs,fbs,11.3,7.6,11.9,7.3,,,,0.6657,31.045,25.015,56.06,6.03,11.7459,12.6521
401752845,2025,4,regular,2025-09-20,12:00 PM,False,True,Wisconsin,Maryland,Home,10.0,27.0,Loss,-17.0,True,,Camp Randall Stadium,Big Ten,Big Ten,fbs,fbs,7.4,-0.3,3.5,3.5,,,,0.7528,32.585,22.655,55.24,9.93,10.122,0.0
401762469,2025,4,regular,2025-09-20,12:00 PM,False,True,Army,North Texas,Home,38.0,45.0,Loss,-7.0,True,,Michie Stadium,American Athletic,American Athletic,fbs,fbs,-4.0,3.1,-4.4,3.7,,,,0.3886,25.44,29.58,55.02,-4.14,10.8209,0.0
401754537,2025,4,regular,2025-09-20,12:00 PM,False,True,Clemson,Syracuse,Home,21.0,34.0,Loss,-13.0,True,,"Memorial Stadium (Clemson, SC)",ACC,ACC,fbs,fbs,16.1,3.9,12.2,7.4,,,,0.8302,34.805,20.675,55.48,14.13,10.9853,0.0
401754642,2025,4,regular,2025-09-20,12:00 PM,False,True,Louisville,Bowling Green,Home,40.0,17.0,Win,23.0,False,,L&N Federal Credit Union Stadium,ACC,Mid-American,fbs,fbs,11.6,-8.3,12.0,-8.6,,,,0.9172,38.75,17.15,55.9,21.6,8.4775,10.3722
401752708,2025,4,regular,2025-09-20,12:00 PM,False,True,Memphis,Arkansas,Home,32.0,31.0,Win,1.0,False,,Simmons Bank Liberty Stadium,American Athletic,SEC,fbs,fbs,3.2,15.1,4.4,13.7,,,,0.277,23.55,32.41,55.96,-8.86,13.2876,13.37
401754617,2025,4,regular,2025-09-20,12:00 PM,False,True,Virginia Tech,Wofford,Home,38.0,6.0,Win,32.0,False,,Lane Stadium,ACC,Southern,fbs,fcs,-3.8,-30.0,-2.3,-30.0,,,,0.9549,41.61,13.73,55.34,27.88,4.0169,6.653
401760376,2025,4,regular,2025-09-20,12:00 PM,False,True,Miami (OH),UNLV,Home,38.0,41.0,Loss,-3.0,False,,Yager Stadium,Mid-American,Mountain West,fbs,fbs,-10.3,-3.8,-11.3,-4.5,,,,0.4036,25.99,29.47,55.46,-3.48,9.4025,0.0
401752715,2025,4,regular,2025-09-20,12:45 PM,False,True,Tennessee,UAB,Home,56.0,24.0,Win,32.0,False,,Neyland Stadium,SEC,American Athletic,fbs,fbs,19.7,-16.2,19.5,-14.4,15.0,,,0.9837,46.44,9.56,56.0,36.88,6.8536,9.4897
401762822,2025,4,regular,2025-09-20,01:00 PM,False,True,Central Michigan,Wagner,Home,49.0,10.0,Win,39.0,False,,Kelly/Shorts Stadium,Mid-American,NEC,fbs,fcs,-17.6,-30.0,-14.3,-30.0,,,,0.8307,34.92,20.11,55.03,14.81,4.0169,7.2297
401752841,2025,4,regular,2025-09-20,03:00 PM,False,True,Oregon,Oregon State,Home,41.0,7.0,Win,34.0,False,,Autzen Stadium,Big Ten,Pac-12,fbs,fbs,28.2,-7.0,26.8,-7.3,6.0,,,0.9823,46.185,10.105,56.29,36.08,8.7447,11.5456
401761610,2025,4,regular,2025-09-20,03:30 PM,False,True,Eastern Michigan,Louisiana,Home,34.0,31.0,Win,3.0,False,,Rynearson Stadium,Mid-American,Sun Belt,fbs,fbs,-20.8,-10.1,-19.2,-12.3,,,,0.3018,23.895,31.265,55.16,-7.37,8.1075,8.3546
401752714,2025,4,regular,2025-09-20,03:30 PM,False,True,Oklahoma,Auburn,Home,24.0,17.0,Win,7.0,True,,"Memorial Stadium (Norman, OK)",SEC,SEC,fbs,fbs,21.0,16.8,21.3,16.2,11.0,22.0,,0.6769,31.045,24.675,55.72,6.37,13.637,14.2137
401761613,2025,4,regular,2025-09-20,03:30 PM,False,True,Buffalo,Troy,Home,17.0,21.0,Loss,-4.0,False,,UB Stadium,Mid-American,Sun Belt,fbs,fbs,-7.3,-8.6,-8.7,-8.2,,,,0.6077,29.73,25.75,55.48,3.98,8.4159,0.0
401752711,2025,4,regular,2025-09-20,03:30 PM,False,True,Ole Miss,Tulane,Home,45.0,10.0,Win,35.0,False,,Vaught-Hemingway Stadium,SEC,American Athletic,fbs,fbs,21.1,5.2,22.6,2.0,13.0,,,0.8783,36.94,19.32,56.26,17.62,11.2526,14.1358
401754640,2025,4,regular,2025-09-20,03:30 PM,False,True,UCF,North Carolina,Home,34.0,9.0,Win,25.0,False,,FBC Mortgage Stadium,Big 12,ACC,fbs,fbs,5.2,-3.9,7.7,-5.6,,,,0.7795,33.56,22.25,55.81,11.31,9.382,11.4414
401762820,2025,4,regular,2025-09-20,03:30 PM,False,True,Western Michigan,Toledo,Home,14.0,13.0,Win,1.0,True,,Waldo Stadium,Mid-American,Mid-American,fbs,fbs,-13.1,6.3,-11.5,3.5,,,,0.1471,19.5,35.35,54.85,-15.85,11.4787,11.561
401757262,2025,4,regular,2025-09-20,03:30 PM,False,True,Liberty,James Madison,Home,13.0,31.0,Loss,-18.0,False,,Williams Stadium (VA),Conference USA,Sun Belt,fbs,fbs,-7.8,1.0,-9.4,3.0,,,,0.3466,24.92,30.65,55.57,-5.73,10.3892,0.0
401752846,2025,4,regular,2025-09-20,03:30 PM,False,True,Nebraska,Michigan,Home,27.0,30.0,Loss,-3.0,True,,"Memorial Stadium (Lincoln, NE)",Big Ten,Big Ten,fbs,fbs,20.0,19.7,20.0,21.2,,21.0,,0.5814,29.18,26.55,55.73,2.63,14.2331,0.0
401762823,2025,4,regular,2025-09-20,03:30 PM,False,True,Ohio,Gardner-Webb,Home,52.0,35.0,Win,17.0,False,,Peden Stadium,Mid-American,Big South-OVC,fbs,fcs,1.6,-30.0,-1.2,-30.0,,,,0.9741,44.23,11.23,55.46,33.0,4.0169,5.4173
401754541,2025,4,regular,2025-09-20,03:30 PM,False,True,Florida State,Kent State,Home,66.0,10.0,Win,56.0,False,,Doak Campbell Stadium,ACC,Mid-American,fbs,fbs,21.7,-25.4,22.8,-25.8,7.0,,,0.995,51.785,4.165,55.95,47.62,4.9625,9.5757
401752848,2025,4,regular,2025-09-20,03:30 PM,False,True,Notre Dame,Purdue,Home,56.0,30.0,Win,26.0,False,,Notre Dame Stadium,FBS Independents,Big Ten,fbs,fbs,21.1,-3.9,21.3,-3.3,24.0,,,0.9498,41.265,14.895,56.16,26.37,9.382,11.5238
401757169,2025,4,regular,2025-09-20,03:30 PM,False,True,UConn,Ball State,Home,31.0,25.0,Win,6.0,False,,Pratt & Whitney Stadium,FBS Independents,Mid-American,fbs,fbs,-2.7,-24.0,-3.9,-21.3,,,,0.9283,39.285,16.135,55.42,23.15,5.2503,5.7445
401754538,2025,4,regular,2025-09-20,04:00 PM,False,True,Duke,NC State,Home,45.0,33.0,Win,12.0,True,,Wallace Wade Stadium,ACC,ACC,fbs,fbs,0.8,5.1,1.2,3.4,,,,0.4609,26.815,28.335,55.15,-1.52,11.232,12.2205
401752712,2025,4,regular,2025-09-20,04:15 PM,False,True,Mississippi State,Northern Illinois,Home,38.0,10.0,Win,28.0,False,,Davis Wade Stadium,SEC,Mid-American,fbs,fbs,9.7,-15.8,10.0,-15.0,,,,0.9526,41.4,14.38,55.78,27.02,6.9358,9.2424
401754542,2025,4,regular,2025-09-20,04:30 PM,False,True,Georgia Tech,Temple,Home,45.0,24.0,Win,21.0,False,,Bobby Dodd Stadium,ACC,American Athletic,fbs,fbs,13.3,-8.9,12.7,-8.3,18.0,,,0.9339,39.865,16.075,55.94,23.79,8.3542,10.0841
401760375,2025,4,regular,2025-09-20,05:00 PM,False,True,San José State,Idaho,Home,31.0,28.0,Win,3.0,False,,CEFCU Stadium,Mountain West,Big Sky,fbs,fcs,0.0,-30.0,,-30.0,,,,0.9694,43.45,11.97,55.42,31.48,4.0169,4.264
401757261,2025,4,regular,2025-09-20,06:00 PM,False,True,Kennesaw State,Arkansas State,Home,28.0,21.0,Win,7.0,False,,Fifth Third Stadium,Conference USA,Sun Belt,fbs,fbs,-18.1,-12.6,-15.6,-14.0,,,,0.4292,26.4,28.8,55.2,-2.4,7.5936,8.1703
401756899,2025,4,regular,2025-09-20,06:00 PM,False,True,Kansas,West Virginia,Home,41.0,10.0,Win,31.0,True,,Memorial Stadium,Big 12,Big 12,fbs,fbs,11.5,4.4,13.2,0.6,,,,0.7405,32.335,23.045,55.38,9.29,11.0881,13.6418
401762821,2025,4,regular,2025-09-20,06:00 PM,False,True,Akron,Duquesne,Home,51.0,7.0,Win,44.0,False,,InfoCision Stadium,Mid-American,NEC,fbs,fcs,-24.7,-30.0,-20.2,-30.0,,,,0.6979,31.475,23.395,54.87,8.08,4.0169,7.6416
401757259,2025,4,regular,2025-09-20,06:00 PM,False,True,Florida International,Delaware,Home,16.0,38.0,Loss,-22.0,True,,Pitbull Stadium,Conference USA,Conference USA,fbs,fbs,-9.7,-12.9,-13.5,-9.2,,,,0.6548,30.285,24.445,54.73,5.84,7.532,0.0
401760372,2025,4,regular,2025-09-20,07:00 PM,False,True,Air Force,Boise State,Home,37.0,49.0,Loss,-12.0,True,,Falcon Stadium,Mountain West,Mountain West,fbs,fbs,-7.4,2.9,-7.7,4.1,,,,0.3116,23.885,31.055,54.94,-7.17,10.7798,0.0
401761611,2025,4,regular,2025-09-20,07:00 PM,False,True,South Alabama,Coastal Carolina,Home,20.0,38.0,Loss,-18.0,True,,Hancock Whitney Stadium,Sun Belt,Sun Belt,fbs,fbs,-4.7,-19.9,-10.2,-14.8,,,,0.8715,36.045,18.725,54.77,17.32,6.093,0.0
401761609,2025,4,regular,2025-09-20,07:00 PM,False,True,Georgia Southern,Maine,Home,45.0,17.0,Win,28.0,False,,Allen E. Paulson Stadium,Sun Belt,CAA,fbs,fcs,-10.1,-30.0,-8.9,-30.0,,,,0.9157,38.555,16.645,55.2,21.91,4.0169,6.3235
401752713,2025,4,regular,2025-09-20,07:00 PM,False,True,Missouri,South Carolina,Home,29.0,20.0,Win,9.0,True,,Memorial Stadium,SEC,SEC,fbs,fbs,18.6,8.1,17.9,8.6,23.0,24.0,,0.8031,34.02,21.56,55.58,12.46,11.8487,12.5901
401757260,2025,4,regular,2025-09-20,07:00 PM,False,True,Jacksonville State,Murray State,Home,45.0,10.0,Win,35.0,False,,AmFirst Stadium,Conference USA,MVFC,fbs,fcs,-8.6,-30.0,-6.7,-30.0,,,,0.9272,39.28,15.95,55.23,23.33,4.0169,6.9001
401757268,2025,4,regular,2025-09-20,07:00 PM,False,True,Western Kentucky,Nevada,Home,31.0,16.0,Win,15.0,False,,Houchens Industries-L.T. Smith Stadium,Conference USA,Mountain West,fbs,fbs,-5.8,-17.9,-6.6,-18.4,,,,0.83,34.885,20.535,55.42,14.35,6.5042,7.7398
401757265,2025,4,regular,2025-09-20,07:00 PM,False,True,Missouri State,UT Martin,Home,42.0,10.0,Win,32.0,False,,Plaster Sports Complex,Conference USA,Big South-OVC,fbs,fcs,-18.5,-30.0,-15.9,-30.0,,,,0.8168,34.48,20.53,55.01,13.95,4.0169,6.653
401757264,2025,4,regular,2025-09-20,07:00 PM,False,True,Middle Tennessee,Marshall,Home,28.0,42.0,Loss,-14.0,False,,"Johnny ""Red"" Floyd Stadium",Conference USA,Sun Belt,fbs,fbs,-20.7,-11.7,-22.4,-10.4,,,,0.3412,24.71,30.44,55.15,-5.73,7.7786,0.0
401752842,2025,4,regular,2025-09-20,07:30 PM,False,True,Washington State,Washington,Home,24.0,59.0,Loss,-35.0,False,,Gesa Field,Pac-12,Big Ten,fbs,fbs,-14.4,12.3,-14.0,14.6,,,,0.0739,16.345,39.195,55.54,-22.85,12.712,0.0
401756898,2025,4,regular,2025-09-20,07:30 PM,False,True,East Carolina,BYU,Home,13.0,34.0,Loss,-21.0,False,,Dowdy-Ficklen Stadium,American Athletic,Big 12,fbs,fbs,3.5,15.3,2.4,17.0,,,,0.2792,23.6,32.37,55.97,-8.77,13.3287,0.0
401752843,2025,4,regular,2025-09-20,07:30 PM,False,True,Indiana,Illinois,Home,63.0,10.0,Win,53.0,True,,"Memorial Stadium (Bloomington, IN)",Big Ten,Big Ten,fbs,fbs,20.4,18.4,27.7,12.3,19.0,9.0,,0.6243,29.99,25.73,55.72,4.26,13.9659,18.332
401752709,2025,4,regular,2025-09-20,07:30 PM,False,True,Miami,Florida,Home,26.0,7.0,Win,19.0,False,,Hard Rock Stadium,ACC,SEC,fbs,fbs,20.4,16.4,22.5,15.1,4.0,,,0.6723,31.27,25.09,56.36,6.18,13.5548,15.12
401754539,2025,4,regular,2025-09-20,07:30 PM,False,True,Virginia,Stanford,Home,48.0,20.0,Win,28.0,True,,Scott Stadium,ACC,ACC,fbs,fbs,5.0,-3.7,7.8,-5.5,,,,0.7721,33.035,22.115,55.15,10.92,9.4231,11.7297
401757263,2025,4,regular,2025-09-20,07:30 PM,False,True,Louisiana Tech,Southern Miss,Home,30.0,20.0,Win,10.0,False,,Joe Aillet Stadium,Conference USA,Sun Belt,fbs,fbs,-3.4,-10.1,-3.4,-10.2,,,,0.7331,32.335,23.215,55.55,9.12,8.1075,8.9313
401756896,2025,4,regular,2025-09-20,07:30 PM,False,True,Baylor,Arizona State,Home,24.0,27.0,Loss,-3.0,True,,McLane Stadium,Big 12,Big 12,fbs,fbs,9.8,10.1,9.0,11.0,,,,0.5662,28.8,26.6,55.4,2.2,12.2598,0.0
401752716,2025,4,regular,2025-09-20,07:30 PM,False,True,Vanderbilt,Georgia State,Home,70.0,21.0,Win,49.0,False,,FirstBank Stadium,SEC,Sun Belt,fbs,fbs,15.6,-18.5,17.7,-20.0,20.0,,,0.9803,45.55,10.34,55.89,35.21,6.3808,10.4174
401752710,2025,4,regular,2025-09-20,07:45 PM,False,True,LSU,SE Louisiana,Home,56.0,10.0,Win,46.0,False,,Tiger Stadium (LA),SEC,Southland,fbs,fcs,21.7,-30.0,20.4,-30.0,3.0,,,0.9969,53.975,1.925,55.9,52.05,4.0169,7.8063
401752723,2025,4,regular,2025-09-20,08:00 PM,False,True,Texas,Sam Houston,Home,55.0,0.0,Win,55.0,False,,DKR-Texas Memorial Stadium,SEC,Conference USA,fbs,fbs,21.4,-18.8,22.4,-20.6,8.0,,,0.9896,48.5,7.51,56.01,40.99,6.3192,10.85
401760377,2025,4,regular,2025-09-20,08:00 PM,False,True,Utah State,McNeese,Home,48.0,7.0,Win,41.0,False,,Maverik Stadium,Mountain West,Southland,fbs,fcs,-6.3,-30.0,-4.7,-30.0,,,,0.9421,40.395,14.885,55.28,25.51,4.0169,7.3944
401761612,2025,4,regular,2025-09-20,08:00 PM,False,True,Texas State,Nicholls,Home,35.0,3.0,Win,32.0,False,,Bobcat Stadium (TX),Sun Belt,Southland,fbs,fcs,-2.4,-30.0,-1.2,-30.0,,,,0.9609,42.29,13.08,55.37,29.21,4.0169,6.653
401757267,2025,4,regular,2025-09-20,09:00 PM,False,True,UTEP,UL Monroe,Home,25.0,31.0,Loss,-6.0,False,,Sun Bowl,Conference USA,Sun Belt,fbs,fbs,-10.7,-18.5,-13.0,-16.0,,,,0.7558,32.79,22.51,55.3,10.28,6.3808,0.0
401760373,2025,4,regular,2025-09-20,09:30 PM,False,True,Colorado State,UTSA,Home,16.0,17.0,Loss,-1.0,False,,Canvas Stadium,Mountain West,American Athletic,fbs,fbs,-8.6,-2.3,-7.7,-2.4,,,,0.4087,26.105,29.415,55.52,-3.31,9.7109,0.0
401756897,2025,4,regular,2025-09-20,10:15 PM,False,True,Colorado,Wyoming,Home,37.0,20.0,Win,17.0,False,,Folsom Field,Big 12,Mountain West,fbs,fbs,2.8,-10.1,3.5,-10.1,,,,0.8411,35.345,20.345,55.69,15.0,8.1075,9.5079
401754540,2025,4,regular,2025-09-20,10:30 PM,False,True,San Diego State,California,Home,34.0,0.0,Win,34.0,False,,Snapdragon Stadium,Mountain West,ACC,fbs,fbs,-13.9,5.3,-5.7,-1.6,,,,0.1497,19.92,35.56,55.48,-15.64,11.2731,14.074
401752847,2025,4,regular,2025-09-20,11:00 PM,False,True,USC,Michigan State,Home,45.0,31.0,Win,14.0,True,,Los Angeles Memorial Coliseum,Big Ten,Big Ten,fbs,fbs,21.4,3.2,21.2,4.5,25.0,,,0.902,37.71,17.88,55.59,19.83,10.8414,11.9947
401760374,2025,4,regular,2025-09-20,11:59 PM,False,True,Hawai'i,Fresno State,Home,21.0,23.0,Loss,-2.0,True,,Clarence T.C. Ching Athletics Complex,Mountain West,Mountain West,fbs,fbs,-10.8,1.4,-10.3,0.8,,,,0.2699,22.95,31.9,54.85,-8.95,10.4714,0.0
401762471,2025,5,regular,2025-09-25,07:30 PM,False,True,East Carolina,Army,Home,28.0,6.0,Win,22.0,True,,Dowdy-Ficklen Stadium,American Athletic,American Athletic,fbs,fbs,2.4,-4.4,4.0,-6.2,,,,0.7349,32.17,23.04,55.21,9.13,9.339,11.1513
401754543,2025,5,regular,2025-09-26,07:00 PM,False,True,Virginia,Florida State,Home,46.0,38.0,Win,8.0,True,,Scott Stadium,ACC,ACC,fbs,fbs,7.8,22.8,10.5,19.9,,8.0,,0.2168,21.85,33.76,55.61,-11.91,14.9302,15.5892
401756902,2025,5,regular,2025-09-26,09:00 PM,False,True,Arizona State,TCU,Home,27.0,24.0,Win,3.0,True,,Mountain America Stadium,Big 12,Big 12,fbs,fbs,11.0,11.9,11.2,11.7,,24.0,,0.5505,28.59,26.98,55.57,1.61,12.6896,12.9367
401752939,2025,5,regular,2025-09-26,10:30 PM,False,True,Oregon State,Houston,Home,24.0,27.0,Loss,-3.0,False,,Reser Stadium,Pac-12,Big 12,fbs,fbs,-7.3,7.7,-6.1,6.3,,,,0.2159,22.035,33.735,55.77,-11.7,11.8262,0.0
401762825,2025,5,regular,2025-09-27,12:00 PM,False,True,Ohio,Bowling Green,Home,35.0,20.0,Win,15.0,True,,Peden Stadium,Mid-American,Mid-American,fbs,fbs,-1.2,-8.6,-0.8,-9.0,,,,0.7473,32.42,22.66,55.08,9.76,8.4756,9.7113
401754547,2025,5,regular,2025-09-27,12:00 PM,False,True,Pittsburgh,Louisville,Home,27.0,34.0,Loss,-7.0,True,,Acrisure Stadium,ACC,ACC,fbs,fbs,6.4,12.0,5.5,12.7,,,,0.4271,26.31,29.16,55.47,-2.85,12.7101,0.0
401752717,2025,5,regular,2025-09-27,12:00 PM,False,True,Arkansas,Notre Dame,Home,13.0,56.0,Loss,-43.0,False,,Razorback Stadium,SEC,FBS Independents,fbs,fbs,13.7,21.3,9.0,26.7,,22.0,,0.3767,25.75,30.63,56.38,-4.88,14.6218,0.0
401754546,2025,5,regular,2025-09-27,12:00 PM,False,True,Wake Forest,Georgia Tech,Home,29.0,30.0,Loss,-1.0,True,,Allegacy Federal Credit Union Stadium,ACC,ACC,fbs,fbs,-7.4,12.7,-5.1,10.7,,16.0,,0.1384,19.285,35.885,55.17,-16.6,12.854,0.0
401754545,2025,5,regular,2025-09-27,12:00 PM,False,True,Syracuse,Duke,Home,3.0,38.0,Loss,-35.0,True,,JMA Wireless Dome,ACC,ACC,fbs,fbs,7.4,1.2,1.9,6.9,,,,0.722,31.935,23.445,55.38,8.49,10.4901,0.0
401756906,2025,5,regular,2025-09-27,12:00 PM,False,True,Kansas State,UCF,Home,34.0,20.0,Win,14.0,True,,Bill Snyder Family Stadium,Big 12,Big 12,fbs,fbs,3.4,7.7,5.3,5.0,,,,0.461,26.9,28.46,55.36,-1.56,11.8262,12.9795
401756905,2025,5,regular,2025-09-27,12:00 PM,False,True,Kansas,Cincinnati,Home,34.0,37.0,Loss,-3.0,True,,Memorial Stadium,Big 12,Big 12,fbs,fbs,13.2,11.7,11.8,12.5,,,,0.6121,29.75,25.87,55.62,3.88,12.6485,0.0
401752850,2025,5,regular,2025-09-27,12:00 PM,False,True,Illinois,USC,Home,34.0,32.0,Win,2.0,True,,"Memorial Stadium (Champaign, IL)",Big Ten,Big Ten,fbs,fbs,12.3,21.2,14.2,20.2,23.0,21.0,,0.3451,24.79,30.9,55.69,-6.11,14.6013,14.766
401761617,2025,5,regular,2025-09-27,12:00 PM,False,True,North Texas,South Alabama,Home,36.0,22.0,Win,14.0,False,,DATCU Stadium,American Athletic,Sun Belt,fbs,fbs,3.4,-10.1,4.0,-9.5,,,,0.8494,35.69,20.13,55.82,15.56,8.1673,9.3206
401752849,2025,5,regular,2025-09-27,12:00 PM,False,True,Minnesota,Rutgers,Home,31.0,28.0,Win,3.0,True,,Huntington Bank Stadium,Big Ten,Big Ten,fbs,fbs,7.1,7.2,7.6,7.9,,,,0.5714,28.93,26.5,55.43,2.43,11.7235,11.9706
401752725,2025,5,regular,2025-09-27,12:45 PM,False,True,Vanderbilt,Utah State,Home,55.0,35.0,Win,20.0,False,,FirstBank Stadium,SEC,Mountain West,fbs,fbs,17.8,-4.7,17.6,-4.3,18.0,,,0.9357,40.11,16.09,56.2,24.02,9.2773,10.9249
401762826,2025,5,regular,2025-09-27,01:00 PM,False,True,Central Michigan,Eastern Michigan,Home,24.0,13.0,Win,11.0,True,,Kelly/Shorts Stadium,Mid-American,Mid-American,fbs,fbs,-14.3,-19.2,-13.9,-20.0,,,,0.6947,31.115,23.565,54.68,7.55,6.2967,7.2029
401761614,2025,5,regular,2025-09-27,01:30 PM,False,True,James Madison,Georgia Southern,Home,35.0,10.0,Win,25.0,True,,Bridgeforth Stadium,Sun Belt,Sun Belt,fbs,fbs,3.0,-8.9,4.4,-10.6,,,,0.8264,34.6,20.57,55.17,14.03,8.414,10.4734
401761616,2025,5,regular,2025-09-27,03:00 PM,False,True,UL Monroe,Arkansas State,Home,28.0,16.0,Win,12.0,True,,Malone Stadium,Sun Belt,Sun Belt,fbs,fbs,-16.0,-14.0,-14.7,-15.6,,,,0.5218,27.815,26.885,54.7,0.93,7.3656,8.3542
401756908,2025,5,regular,2025-09-27,03:30 PM,False,True,West Virginia,Utah,Home,14.0,48.0,Loss,-34.0,True,,Milan Puskar Stadium,Big 12,Big 12,fbs,fbs,0.6,14.7,-2.3,17.7,,,,0.2329,22.215,33.155,55.37,-10.94,13.2651,0.0
